,restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
644160,g670797-d1497590,Victoria Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cornwall"", ""St Austell"", ""Roche""]",England,Cornwall,St Austell,Roche,"Victoria Road, Roche, St Austell PL26 8LQ England",50.420605,-4.832185,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2016",#1 of 7 Restaurants in Roche,#1 of 10 places to eat in Roche,"Mid-range, Bar, British, Pub",€€-€€€,€7-€14,"Breakfast, Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Buffet, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Outdoor Seating, Gift Cards Available",Y,Y,Y,"{""Mon"": [""07:30-20:00""], ""Tue"": [""07:30-20:00""], ""Wed"": [""07:30-20:00""], ""Thu"": [""07:30-20:00""], ""Fri"": [""07:30-20:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-22:30""]}",7.0,89.0,7.0,4.0,320.0,English,317.0,160.0,74.0,40.0,25.0,18.0,4.0,4.5,4.0,4.0,"beef, garlic bread, clotted cream, fries, burger"
644217,g6713446-d2164877,The Norway Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cornwall"", ""Truro District"", ""Perranarworthal""]",England,Cornwall,Truro District,Perranarworthal,"A39, Perranarworthal TR3 7NU England",50.2064,-5.115522,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012",#1 of 2 Restaurants in Perranarworthal,#2 of 4 places to eat in Perranarworthal,"Mid-range, Bar, British, Pub",€€-€€€,€6-€22,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Gift Cards Available",Y,Y,Y,"{""Mon"": [""07:30-20:00""], ""Tue"": [""07:30-20:00""], ""Wed"": [""07:30-20:00""], ""Thu"": [""07:30-20:00""], ""Fri"": [""08:00-20:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-21:30""]}",7.0,87.5,7.0,4.0,783.0,English,771.0,357.0,203.0,93.0,69.0,49.0,4.0,4.0,4.0,4.0,"burger, beef, parsnips, mash, pudding"
644279,g672145-d814372,The Waterfront,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""Southern Wales"", ""Bridgend County"", ""Porthcawl""]",Wales,Southern Wales,Bridgend County,Porthcawl,"27-30 Esplanade Seafront, Porthcawl CF36 3YR Wales",51.475853,-3.70419,Claimed,Certificate of Excellence 2013,#3 of 12 Quick Bites in Porthcawl,#20 of 74 places to eat in Porthcawl,"Mid-range, Quick Bites, Bar, British",€€-€€€,€6-€20,"Breakfast, Lunch, Dinner","Bar, British, Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer",Y,N,N,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""10:00-22:30""]}",7.0,92.5,7.0,3.5,357.0,English,356.0,116.0,125.0,45.0,40.0,30.0,3.5,3.5,3.5,3.5,"steak, curry, pizza, chicken, free bottle of wine"
644556,g672778-d6733458,The Royal at Heysham Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Lancashire"", ""Lancaster District"", ""Heysham""]",England,Lancashire,Lancaster District,Heysham,"Main Street, Heysham LA3 2RN England",54.046432,-2.901103,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 14 Restaurants in Heysham,#1 of 24 places to eat in Heysham,"Mid-range, Bar, British, Pub",€€-€€€,€2-€23,"Breakfast, Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-21:00""], ""Sat"": [""11:00-21:00""], ""Sun"": [""11:00-21:00""]}",7.0,70.0,7.0,4.0,564.0,English,561.0,331.0,125.0,50.0,24.0,31.0,4.5,4.5,4.0,4.0,"fish and chips, pizza, firecracker chicken, steak and ale pie, pudding"
644614,g672783-d2168567,The Old Glen House,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Bradford"", ""Shipley""]",England,Yorkshire,West Yorkshire,Shipley,"Prod Lane Baildon, Shipley, Bradford BD17 5BN England",53.84583,-1.798915,Claimed,"Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013",#21 of 55 Restaurants in Shipley,#23 of 70 places to eat in Shipley,"Mid-range, Bar, British, Pub",€€-€€€,€5-€14,"Lunch, Dinner, After-hours","Bar, British, Pub, Gastropub",Vegetarian Friendly,"Takeout, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Table Service, Dog Friendly",Y,N,N,"{""Mon"": [""16:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:30""], ""Sat"": [""12:00-23:30""], ""Sun"": [""12:00-22:30""]}",7.0,73.5,7.0,4.0,349.0,English,349.0,181.0,67.0,30.0,27.0,44.0,4.0,4.0,4.0,4.0,"pie, steak, onion rings, the pub, black sheep"
644624,g672783-d3439796,The Terrace Cafe Bar,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Bradford"", ""Shipley""]",England,Yorkshire,West Yorkshire,Shipley,"83 Bingley Road Saltaire, Shipley, Bradford BD18 4SB England",53.8352,-1.793278,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#9 of 55 Restaurants in Shipley,#9 of 70 places to eat in Shipley,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,€3-€23,"Breakfast, Lunch, Dinner, Brunch, After-hours","French, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Reservations, Wheelchair Accessible, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""09:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""09:00-22:00""], ""Sat"": [""09:00-22:00""], ""Sun"": [""09:30-10:00""]}",7.0,78.5,7.0,4.5,576.0,English,572.0,349.0,126.0,40.0,30.0,27.0,4.5,4.5,4.5,4.5,"fish soup, ciabatta, fries, beef, potatoes"
644626,g672783-d3546541,The Halfway House,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Bradford"", ""Shipley""]",England,Yorkshire,West Yorkshire,Shipley,"45 Otley Road Baildon, Shipley, Bradford BD17 7PY England",53.84625,-1.752,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#8 of 55 Restaurants in Shipley,#8 of 70 places to eat in Shipley,"Mid-range, Bar, British, Pub",€€-€€€,€12-€23,"Lunch, Dinner, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Free off-street parking, Wine and Beer",Y,Y,Y,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,77.0,7.0,4.0,630.0,English,629.0,331.0,148.0,75.0,33.0,42.0,4.0,4.0,4.0,4.0,"burger, sunday roast, yorkshire pudding, fries, ice cream"
644628,g672783-d4243339,The Imperial,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Bradford"", ""Shipley""]",England,Yorkshire,West Yorkshire,Shipley,"60 Saltaire Road, Shipley, Bradford BD18 3HN England",53.835365,-1.781389,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#6 of 55 Restaurants in Shipley,#6 of 70 places to eat in Shipley,"Mid-range, Chinese, Cantonese, Szechuan",€€-€€€,€10-€17,"Lunch, Dinner, After-hours",Chinese,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Highchairs Available",Y,Y,Y,"{""Mon"": [], ""Tue"": [""17:00-22:00""], ""Wed"": [""17:00-22:00""], ""Thu"": [""17:00-22:00""], ""Fri"": [""17:00-22:00""], ""Sat"": [""17:00-23:00""], ""Sun"": [""16:00-22:00""]}",6.0,32.0,6.0,4.5,473.0,English,472.0,335.0,81.0,27.0,12.0,17.0,4.5,4.5,4.5,4.5,"prawn toast, crispy duck, spring rolls, ribs, noodles"
644646,g672783-d730660,Shimla Spice Restaurant - Shipley,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Bradford"", ""Shipley""]",England,Yorkshire,West Yorkshire,Shipley,"69 Otley Road Leonard Street, Shipley, Bradford BD18 2BJ England",53.833138,-1.77581,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#5 of 55 Restaurants in Shipley,#5 of 70 places to eat in Shipley,"Mid-range, Indian, Asian, Balti",€€-€€€,€6-€23,"Dinner, After-hours","Pakistani, Indian, Asian, Balti","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Takeout, Free off-street parking, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Delivery, Reservations, Seating, Accepts Credit Cards, Table Service, BYOB",Y,Y,Y,"{""Mon"": [""17:00-23:00""], ""Tue"": [""17:00-23:00""], ""Wed"": [""17:00-23:00""], ""Thu"": [""17:00-23:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""17:00-00:00""], ""Sun"": [""17:00-23:00""]}",7.0,44.0,7.0,4.0,866.0,English,863.0,489.0,204.0,94.0,42.0,34.0,4.5,4.5,4.0,4.0,"curry, desi chicken, naan, rogan josh, bring your own"
644684,g672788-d1118840,The Plough Pub & Dining,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Lancashire"", ""Lancaster District"", ""Galgate""]",England,Lancashire,Lancaster District,Galgate,"Main Road, Galgate LA2 0LQ England",53.98953,-2.790166,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 3 Restaurants in Galgate,#1 of 4 places to eat in Galgate,"Mid-range, Bar, British, Grill",€€-€€€,€3-€43,"Lunch, Dinner, Drinks","Bar, British, Pub, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer, Digital Payments, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available",Y,Y,Y,"{""Mon"": [""12:00-20:30""], ""Tue"": [""12:00-20:30""], ""Wed"": [""12:00-20:30""], ""Thu"": [""12:00-20:30""], ""Fri"": [""12:00-20:30""], ""Sat"": [""12:00-20:30""], ""Sun"": [""12:00-20:00""]}",7.0,59.0,7.0,4.0,554.0,English,553.0,256.0,184.0,56.0,28.0,29.0,4.0,4.0,4.0,3.5,"fish and chips, pudding, pie, chicken, salad"
644707,g673469-d805865,The Old Swan Inn,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""Southern Wales"", ""Vale of Glamorgan"", ""Llantwit Major""]",Wales,Southern Wales,Vale of Glamorgan,Llantwit Major,"Church Street, Llantwit Major CF61 1SB Wales",51.40827,-3.486038,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#2 of 12 Restaurants in Llantwit Major,#2 of 21 places to eat in Llantwit Major,"Mid-range, Bar, British, Pub",€€-€€€,€17-€35,"Lunch, Dinner, Drinks","Bar, British, Pub, Welsh",Vegetarian Friendly,"Television, Highchairs Available, Serves Alcohol, Full Bar, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""12:00-15:00"", ""18:00-23:00""], ""Tue"": [""12:00-15:00"", ""18:00-23:00""], ""Wed"": [""12:00-15:00"", ""18:00-23:00""], ""Thu"": [""12:00-15:00"", ""18:00-23:00""], ""Fri"": [""12:00-15:00"", ""18:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,62.0,12.0,4.0,291.0,English,286.0,155.0,69.0,27.0,18.0,17.0,4.0,4.0,4.0,4.0,"fish and chips, steak, pie, the pub, log burner"
644815,g674031-d4437475,Newcastle House Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Northumberland"", ""Northumberland National Park"", ""Rothbury""]",England,Northumberland,Northumberland National Park,Rothbury,"Front Street, Rothbury, Northumberland National Park NE65 7UT England",55.30961,-1.911511,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#1 of 7 Restaurants in Rothbury,#1 of 10 places to eat in Rothbury,"Mid-range, Bar, British, Pub",€€-€€€,€4-€12,"Lunch, Brunch, Breakfast","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wheelchair Accessible, Gift Cards Available",Y,Y,Y,"{""Mon"": [""09:30-22:00""], ""Tue"": [""09:30-22:00""], ""Wed"": [""09:30-22:00""], ""Thu"": [""09:30-22:00""], ""Fri"": [""09:30-22:00""], ""Sat"": [""09:30-22:00""], ""Sun"": [""09:30-22:00""]}",7.0,87.5,7.0,4.0,290.0,English,289.0,140.0,105.0,25.0,12.0,7.0,4.5,4.5,4.5,4.0,"tapas, hand cut chips, sandwich, prawns, mash"
644842,g674290-d1845755,Poppies,"[""Europe"", ""United Kingdom (UK)"", ""Scotland"", ""Argyll and Bute"", ""Oban"", ""Connel""]",Scotland,Argyll and Bute,Oban,Connel,"Saulmore Shore By Connel Saulmore Shore, Connel, Oban PA37 1PU Scotland",56.450134,-5.428767,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#1 of 3 Restaurants in Connel,#1 of 3 places to eat in Connel,"Mid-range, Cafe, Healthy, Soups",€€-€€€,€3-€12,"Breakfast, Lunch, Brunch","Cafe, Healthy, Soups, Scottish","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Validated Parking, Digital Payments, Accepts Credit Cards, Table Service, Waterfront",Y,Y,Y,"{""Mon"": [""09:30-15:00""], ""Tue"": [""09:30-15:00""], ""Wed"": [""09:30-15:00""], ""Thu"": [""09:30-15:00""], ""Fri"": [""09:30-15:00""], ""Sat"": [""09:30-15:00""], ""Sun"": [""09:30-15:00""]}",7.0,38.5,7.0,4.5,824.0,English,806.0,591.0,163.0,37.0,10.0,5.0,4.5,4.5,4.5,4.5,"lunch, meringue, cakes, cheese scone, soup"
644898,g6756078-d6539641,The Haughmond,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Shropshire"", ""Shrewsbury"", ""Upton Magna""]",England,Shropshire,Shrewsbury,Upton Magna,"Pelham Road, Upton Magna, Shrewsbury SY4 4TZ England",52.70768,-2.658344,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",#1 of 3 Restaurants in Upton Magna,#1 of 3 places to eat in Upton Magna,"Mid-range, Bar, British, Pub",€€-€€€,€18-€63,"Lunch, Dinner, Drinks","Bar, British, Pub, Healthy","Vegetarian Friendly, Gluten Free Options","Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Accepts Credit Cards, Table Service, Dog Friendly, Non-smoking restaurants, Gift Cards Available",Y,N,Y,"{""Mon"": [], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""12:00-14:00"", ""18:00-23:00""], ""Fri"": [""12:00-14:00"", ""18:00-23:00""], ""Sat"": [""12:00-14:00"", ""18:00-23:00""], ""Sun"": []}",5.0,31.0,8.0,4.5,1148.0,English,1148.0,888.0,175.0,51.0,20.0,14.0,4.5,4.5,4.5,4.5,"tasting menu, venison, pudding, bread, coaching inn"
645009,g676749-d786839,Twyfords Cafe,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Suffolk"", ""Beccles""]",England,East Anglia,Suffolk,Beccles,"1 Exchange Square, Beccles NR34 9HL England",52.457176,1.564008,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017",#1 of 2 Dessert Spots in Beccles,#7 of 54 places to eat in Beccles,"Mid-range, Dessert, Cafe, British",€€-€€€,€9-€14,"Breakfast, Lunch, Brunch, Drinks","Cafe, British, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Reservations, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""08:00-17:00""], ""Tue"": [""08:00-17:00""], ""Wed"": [""08:00-17:00""], ""Thu"": [""08:00-17:00""], ""Fri"": [""09:00-17:00""], ""Sat"": [""08:00-17:00""], ""Sun"": []}",6.0,53.0,6.0,4.0,556.0,English,555.0,248.0,149.0,88.0,46.0,24.0,4.0,4.0,3.0,3.5,"cakes, toasted tea cake, ciabatta, salad, jacket potato"
645033,g6775026-d6825585,The Ring Public House,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""North Wales"", ""Island of Anglesey"", ""Rhosgoch""]",Wales,North Wales,Island of Anglesey,Rhosgoch,"Rhosgoch Farm High Road Near Amlwch, Rhosgoch LL66 0AB Wales",53.376095,-4.392768,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 1 Restaurant in Rhosgoch,#1 of 1 places to eat in Rhosgoch,"Mid-range, Bar, British, Pub",€€-€€€,€7-€21,"Lunch, Dinner, Drinks","Bar, British, Pub, Welsh","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Dog Friendly",Y,Y,Y,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-22:00""]}",7.0,76.0,7.0,4.5,139.0,English,138.0,102.0,18.0,7.0,3.0,8.0,4.5,4.5,4.5,5.0,"fish and chips, salmon, the pub, cask ales, staying nearby"
645117,g679691-d1047811,Aldo's Pizzeria,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Cleckheaton""]",England,Yorkshire,West Yorkshire,Cleckheaton,"Dewsbury Road 6-10 Central Parade, Cleckheaton BD19 3RU England",53.72355,-1.711966,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#4 of 40 Restaurants in Cleckheaton,#4 of 51 places to eat in Cleckheaton,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,€12-€29,"Lunch, Dinner, After-hours","Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""17:30-22:00""], ""Wed"": [""17:30-22:00""], ""Thu"": [""17:30-22:00""], ""Fri"": [""17:30-22:30""], ""Sat"": [""13:00-22:30""], ""Sun"": [""13:00-21:00""]}",6.0,36.0,6.0,4.0,786.0,English,784.0,478.0,116.0,80.0,57.0,53.0,4.5,4.0,4.0,4.0,"pizza, tiramisu, steak, prosecco bar, great atmosphere"
